transaction_id,account_id,branch_id,customer_id,transactiontype,transactiondate,amount
61,410,6,394,Transfer,2025-09-29,3896.65
62,299,9,706,Transfer,2024-10-30,35868.12
63,1752,17,829,Withdrawal,2025-06-17,10345.73
64,140,4,116,Deposit,2025-03-17,26913.1
65,1466,7,55,Transfer,2024-05-14,18005.57
66,1545,18,729,Deposit,2024-05-30,48705.42
67,203,7,553,Payment,2025-08-28,5623.65
68,1208,6,208,Payment,2025-07-31,10168.18
69,220,6,725,Transfer,2024-06-01,98148.81
70,869,7,351,Withdrawal,2025-02-23,8447.77
71,1560,11,511,Deposit,2025-02-18,23829.18
72,1065,5,144,Payment,2026-02-17,11481.65
73,1444,10,947,Deposit,2025-01-12,5030.15
74,1012,4,849,Payment,2024-03-29,4397.45
75,1230,10,430,Payment,2024-11-11,3542.93
76,835,10,548,Payment,2025-01-16,2994.02
77,143,16,810,Transfer,2025-08-08,18750.43
78,1381,16,814,Deposit,2024-08-17,20422.12
79,1071,3,557,Deposit,2025-12-25,8025.01
80,821,19,353,Deposit,2024-12-07,37330.18
81,1828,6,311,Deposit,2024-08-06,18821.79
82,408,11,887,Withdrawal,2024-02-26,12101.74
83,828,4,193,Withdrawal,2026-01-19,16843.13
84,1486,16,90,Transfer,2024-09-10,76716.88
85,1569,19,684,Transfer,2025-10-11,75873.99
86,1641,13,785,Transfer,2024-03-31,48106.8
87,1236,13,391,Payment,2024-07-17,7768.93
88,302,15,349,Deposit,2024-03-15,6987.31
89,1003,16,934,Withdrawal,2025-11-20,12753.24
90,276,1,416,Deposit,2025-12-08,37152.12
91,1701,3,307,Payment,2025-07-24,10235.99
92,1991,6,589,Payment,2024-06-23,9147.84
93,670,5,76,Transfer,2024-04-21,62574.71
94,198,3,785,Payment,2025-12-31,11932.42
95,414,10,32,Payment,2024-07-11,7455.71
96,536,18,13,Transfer,2025-03-20,81138.68
97,1108,18,41,Deposit,2024-03-22,47676.44
98,65,14,517,Deposit,2025-06-24,19797.86
99,645,13,992,Payment,2024-11-19,7002.91
100,68,6,404,Transfer,2025-11-07,88585.32
101,337,16,971,Payment,2025-02-07,2190.43
102,1466,13,55,Payment,2025-11-14,11507.36
103,1166,16,534,Payment,2025-04-06,7243.48
104,1750,6,485,Deposit,2025-11-09,20177.86
105,1014,19,963,Payment,2025-03-10,9330.71
106,723,10,899,Transfer,2024-03-08,7080.97
107,1210,2,123,Withdrawal,2025-03-08,16820.22
108,715,19,878,Deposit,2024-06-24,38494.51
109,1281,11,334,Payment,2024-08-01,1640.78
110,707,12,973,Payment,2024-08-01,5398.79
111,1355,8,557,Withdrawal,2024-07-02,5075.13
112,640,19,406,Deposit,2024-12-26,45609.06
113,135,10,10,Deposit,2025-08-12,17542.12
114,41,18,148,Transfer,2024-07-22,4700.38
115,1348,14,808,Payment,2025-11-02,4145.96
116,1426,16,648,Deposit,2024-06-19,49302.47
117,774,19,883,Payment,2024-03-02,4971.84
118,201,16,894,Deposit,2024-11-01,34852.33
119,422,11,224,Payment,2025-02-02,7640.97
120,1567,11,152,Withdrawal,2024-10-06,12489.14
121,745,14,853,Withdrawal,2025-06-19,10190.56
122,1736,3,880,Withdrawal,2025-05-26,6103.43
123,98,10,333,Payment,2024-12-02,12108.12
124,1280,3,680,Deposit,2025-05-27,30001.37
125,560,3,430,Payment,2025-06-24,6521.17
126,712,3,610,Transfer,2025-06-28,50959.31
127,615,14,831,Transfer,2025-09-05,20807.62
128,824,9,306,Payment,2024-05-14,10139.09
129,1122,6,17,Deposit,2024-09-30,31764.35
130,1058,6,805,Payment,2025-12-21,3351.7
131,1971,15,427,Transfer,2025-08-20,93779.13
132,1092,20,670,Payment,2024-07-28,14032.61
133,1489,2,247,Withdrawal,2024-12-16,7603.36
134,303,8,978,Withdrawal,2025-11-28,15055.45
135,1568,10,38,Payment,2024-03-22,6271.85
136,1762,3,541,Withdrawal,2025-02-23,16996.36
137,547,10,793,Withdrawal,2025-07-23,5500.71
138,1232,8,185,Payment,2025-09-08,3729.55
139,308,7,677,Deposit,2025-08-31,13033.74
140,1695,10,223,Payment,2024-10-19,7383.66
141,894,14,957,Deposit,2025-03-29,10897.53
142,559,5,211,Deposit,2025-03-14,13661.45
143,1646,9,280,Withdrawal,2025-08-23,13063.73
144,87,16,739,Deposit,2024-09-19,3711.04
145,1837,3,195,Transfer,2025-08-06,60558.37
146,1776,3,817,Payment,2025-08-26,13472.24
147,1376,3,621,Payment,2024-03-14,14158.8
148,1484,5,972,Withdrawal,2025-06-18,2682.68
149,1505,17,110,Deposit,2024-09-10,26575.92
150,1698,19,464,Transfer,2025-03-26,50148.66
151,185,8,384,Deposit,2025-06-08,38886.35
152,642,11,162,Payment,2024-04-18,12126.46
153,1524,8,962,Payment,2024-12-27,3426.52
154,219,6,870,Withdrawal,2025-10-13,19413.51
155,901,14,878,Transfer,2024-04-11,86427.09
156,115,16,766,Transfer,2025-03-07,70262.16
157,232,11,891,Payment,2025-06-04,7227.84
158,505,9,41,Withdrawal,2026-01-10,7578.46
159,1466,12,55,Transfer,2025-03-18,3086.35
160,1981,20,581,Deposit,2025-01-13,42232.18
161,1357,2,614,Withdrawal,2024-07-30,5433.17
162,788,10,866,Transfer,2024-07-12,90412.55
163,1404,4,292,Withdrawal,2025-04-10,17224.12
164,796,1,909,Payment,2024-02-28,13927.11
165,1880,9,5,Transfer,2024-04-11,9934.78
166,1685,8,351,Transfer,2024-05-28,21828.26
167,1824,6,805,Payment,2025-09-01,9544.02
168,1802,14,655,Deposit,2025-06-01,14427.79
169,165,16,611,Payment,2024-10-15,11106.74
170,1898,11,334,Payment,2024-12-15,13176.07
171,1680,4,424,Withdrawal,2025-02-08,14120.4
172,1037,3,6,Transfer,2025-01-31,42666.18
173,1494,18,884,Transfer,2024-04-05,45872.91
174,57,2,507,Withdrawal,2024-10-15,12788.05
175,1621,5,886,Deposit,2024-10-23,20632.43
176,1287,10,446,Transfer,2025-05-23,58005.13
177,227,6,196,Withdrawal,2026-02-08,10569.13
178,1986,5,634,Payment,2024-04-23,11931.11
179,655,15,580,Payment,2024-02-29,13127.89
180,274,9,835,Withdrawal,2025-12-21,13905.6
181,1694,11,661,Transfer,2026-01-08,20667.71
182,849,12,852,Withdrawal,2025-11-02,8173.14
183,773,19,345,Withdrawal,2025-04-12,904.33
184,48,18,394,Withdrawal,2025-02-05,18183.47
185,1996,15,125,Withdrawal,2025-03-01,5604.77
186,1745,6,340,Deposit,2024-05-27,20650.71
187,879,20,627,Transfer,2024-12-20,15775.87
188,1963,12,690,Withdrawal,2024-04-11,18971.25
189,241,1,510,Payment,2025-09-08,11645.72
190,1902,15,600,Payment,2024-04-06,1953.98
191,1462,7,19,Withdrawal,2026-01-23,18948.02
192,1666,9,728,Transfer,2025-09-24,74897.86
193,783,5,598,Payment,2024-05-09,12873.8
194,1229,7,189,Transfer,2026-01-23,72944.1
195,388,14,829,Withdrawal,2024-08-04,8466.22
196,299,1,706,Transfer,2025-08-28,97636.69
197,483,20,942,Payment,2024-04-08,13628.46
198,758,19,663,Payment,2025-03-29,1468.93
199,961,5,105,Transfer,2025-07-19,97465.52
200,815,7,440,Payment,2024-06-26,10685.11
201,1508,20,611,Transfer,2025-03-14,8232.51
202,1141,2,8,Deposit,2025-01-14,17310.26
203,481,16,169,Transfer,2025-07-12,99677.2
204,1924,20,482,Deposit,2025-07-30,1262.69
205,1034,20,909,Payment,2025-03-21,4677.11
206,809,12,182,Withdrawal,2025-08-27,19377.13
207,1146,2,268,Withdrawal,2024-12-08,5575.69
208,1032,16,870,Transfer,2024-06-09,87911.78
209,271,3,963,Transfer,2024-08-30,71315.3
210,887,5,686,Transfer,2024-11-24,12567.36
211,91,5,971,Payment,2025-10-14,13100.86
212,1710,9,368,Transfer,2025-01-22,92697.47
213,580,9,312,Transfer,2025-07-20,52180.3
214,893,6,628,Transfer,2025-05-31,73950.05
215,1007,5,527,Payment,2025-09-24,987.69
216,305,2,280,Withdrawal,2024-06-27,4071.26
217,964,9,244,Withdrawal,2024-04-04,14266.28
218,894,4,957,Payment,2025-10-09,803.72
219,731,18,838,Payment,2024-06-11,6974.84
220,231,5,573,Deposit,2024-11-20,18130.61
221,418,10,116,Withdrawal,2024-05-27,16781.6
222,1536,17,146,Transfer,2026-02-21,56761.49
223,1359,19,840,Withdrawal,2024-09-25,11879.17
224,1990,1,120,Withdrawal,2025-07-14,8620.17
225,158,8,964,Payment,2025-09-24,10218.25
226,1818,11,956,Deposit,2024-03-21,14929.78
227,1394,4,346,Payment,2024-10-18,5728.66
228,1903,4,447,Transfer,2024-06-20,16223.77
229,167,15,940,Payment,2025-05-28,6920.02
230,1957,9,434,Deposit,2025-08-20,17141.92
231,90,20,698,Payment,2025-09-11,5008.75
232,1499,19,122,Withdrawal,2026-02-16,4621.65
233,100,10,471,Transfer,2025-03-15,80016.55
234,1524,3,962,Payment,2025-11-27,1569.75
235,523,6,802,Withdrawal,2024-03-05,19318.46
236,1773,13,700,Deposit,2025-11-15,2005.09
237,427,6,756,Payment,2025-01-28,11736.49
238,584,5,51,Deposit,2025-11-13,15628.79
239,1641,14,785,Transfer,2025-11-04,90469.69
240,1236,5,391,Transfer,2024-03-12,66886.51
241,1705,12,597,Withdrawal,2025-02-13,10047.65
242,1814,13,106,Payment,2025-04-17,4173.5
243,1230,14,430,Deposit,2024-11-29,38068.04
244,1661,12,203,Withdrawal,2025-04-15,8965.07
245,873,3,817,Deposit,2025-05-18,26153.73
246,1994,15,353,Withdrawal,2024-05-03,13128.41
247,1462,5,19,Payment,2024-09-18,8003.72
248,1326,17,790,Deposit,2025-02-02,15244.45
249,896,3,77,Payment,2025-01-10,4645.82
250,262,10,155,Withdrawal,2024-08-21,10700.3
251,606,19,491,Deposit,2024-02-27,27998.72
252,1879,2,643,Deposit,2025-05-19,26021.93
253,846,4,633,Payment,2024-07-27,9980.66
254,1165,9,954,Transfer,2025-01-23,26231.16
255,168,17,849,Deposit,2025-07-30,6582.84
256,1355,15,557,Withdrawal,2024-11-23,15830.45
257,1727,13,461,Deposit,2025-08-09,5081.24
258,1796,10,123,Transfer,2026-01-03,59133.63
259,932,15,178,Transfer,2026-01-23,34792.1
260,1881,6,121,Withdrawal,2025-01-17,4109.2
261,1530,20,397,Transfer,2025-10-24,87289.96
262,218,14,773,Deposit,2024-08-28,1286.51
263,239,1,547,Withdrawal,2024-06-22,13288.12
264,943,13,567,Payment,2024-02-23,4681.44
265,1666,20,728,Transfer,2025-05-21,69375.57
266,1973,13,455,Transfer,2024-11-14,9675.88
267,277,1,714,Withdrawal,2025-10-13,2682.29
268,33,7,216,Deposit,2024-06-05,11252.24
269,1329,5,214,Withdrawal,2025-11-04,8997.88
270,1283,18,562,Withdrawal,2024-07-01,2178.82
271,1577,15,307,Withdrawal,2024-07-08,9742.79
272,45,4,327,Withdrawal,2024-12-10,18097.1
273,1514,15,168,Payment,2024-08-09,7178.04
274,1761,15,242,Withdrawal,2025-01-12,4426.1
275,1167,13,612,Deposit,2025-09-21,17358.65
276,211,14,972,Payment,2024-12-08,12759.52
277,1510,19,799,Transfer,2024-03-12,4664.7
278,819,16,693,Payment,2024-07-24,3632.21
279,125,17,958,Deposit,2024-06-19,21678.22
280,647,18,229,Deposit,2025-03-29,14124.59
281,1328,14,790,Payment,2024-12-31,1930.72
282,1276,12,907,Payment,2024-06-28,10523.21
283,43,6,354,Transfer,2025-08-02,72894.7
284,962,12,758,Payment,2024-06-19,3635.13
285,450,19,996,Transfer,2024-12-29,92251.82
286,1748,15,768,Withdrawal,2024-03-24,17721.88
287,1481,13,514,Payment,2025-05-24,12529.6
288,1379,12,655,Payment,2024-02-26,12036.37
289,1730,6,243,Withdrawal,2025-07-31,6007.92
290,1535,3,56,Payment,2025-03-12,2110.63
291,409,6,497,Payment,2025-06-26,1693.38
292,852,16,933,Transfer,2025-12-28,24237.17
293,1141,2,8,Deposit,2025-06-05,18580.55
294,535,12,3,Withdrawal,2024-05-29,3906.94
295,1761,17,242,Deposit,2024-08-21,40533.96
296,692,14,380,Deposit,2025-06-06,31260.58
297,248,18,157,Withdrawal,2024-08-31,9984.12
298,697,12,88,Deposit,2025-08-19,38734.65
299,1141,9,8,Withdrawal,2025-10-15,17141.46
300,1790,17,107,Deposit,2025-04-20,35613.84
301,1898,15,334,Payment,2025-02-17,14447.18
302,1548,4,537,Deposit,2025-12-10,39300.97
303,1249,4,264,Deposit,2024-11-05,25857.98
304,343,4,955,Withdrawal,2024-10-18,18264.22
305,322,10,798,Payment,2024-06-11,11477.08
306,1021,4,324,Withdrawal,2024-06-20,13118.31
307,686,5,492,Deposit,2025-04-06,42581.16
308,900,14,455,Deposit,2024-03-16,13020.49
309,1658,16,913,Transfer,2025-06-19,29389.07
310,351,3,434,Transfer,2025-03-09,37871.2
311,1546,14,127,Transfer,2026-01-14,63314.6
312,503,5,978,Payment,2024-06-22,11850.79
313,283,14,512,Payment,2024-02-24,13786.7
314,1840,15,812,Transfer,2024-08-18,94430.29
315,907,5,912,Deposit,2025-09-20,36163.66
316,1060,3,369,Deposit,2024-05-29,17576.88
317,823,6,172,Payment,2025-11-18,1109.73
318,1555,2,317,Withdrawal,2024-05-26,18098.97
319,119,17,246,Transfer,2024-05-11,42511.22
320,1815,18,586,Transfer,2024-07-28,72433.55
321,643,12,811,Deposit,2024-12-01,41523.17
322,1844,17,346,Withdrawal,2024-09-23,14155.75
323,914,7,100,Payment,2024-03-21,10522.57
324,1818,13,956,Withdrawal,2025-05-08,17679.01
325,173,2,921,Transfer,2024-03-12,39609.36
326,1473,5,102,Transfer,2025-11-27,22159.72
327,1048,18,69,Transfer,2025-11-13,52612.25
328,1551,6,45,Deposit,2024-05-26,2366.67
329,1632,18,318,Transfer,2024-05-17,24892.64
330,1586,10,706,Payment,2024-04-28,14806.93
331,227,2,196,Transfer,2026-01-09,26715.89
332,1040,12,926,Deposit,2025-05-25,3338.91
333,1334,4,204,Payment,2026-01-17,4609.82
334,1510,1,799,Payment,2025-11-10,5216.91
335,484,19,454,Withdrawal,2024-08-19,7331.57
336,583,19,255,Withdrawal,2025-04-15,14429.84
337,1065,8,144,Deposit,2024-10-22,17064.5
338,1193,7,919,Transfer,2025-03-29,45976.65
339,301,14,448,Payment,2024-03-04,1412.82
340,128,14,92,Withdrawal,2024-03-20,9786.93
341,914,3,100,Transfer,2024-06-30,68005.42
342,825,19,533,Payment,2025-09-04,13105.82
343,1197,16,820,Payment,2025-03-12,14948.37
344,1412,16,597,Payment,2024-05-08,12392.42
345,296,17,581,Withdrawal,2025-05-08,9952.91
346,938,5,994,Deposit,2024-03-16,35029.06
347,933,16,107,Deposit,2024-05-10,37578.32
348,1934,18,25,Transfer,2025-05-11,92248.04
349,244,20,424,Payment,2025-12-17,1832.98
350,757,19,586,Transfer,2024-12-03,4987.93
351,314,4,6,Transfer,2024-05-11,31187.53
352,767,10,310,Transfer,2024-05-18,49106.63
353,1621,5,886,Withdrawal,2025-10-07,15783.95
354,864,2,777,Transfer,2024-08-31,89016.66
355,442,6,146,Payment,2025-10-19,230.87
356,1122,12,17,Deposit,2024-12-06,43650.9
357,856,16,153,Transfer,2025-05-12,57010.63
358,1844,11,346,Payment,2025-03-22,7233.37
359,1475,20,204,Withdrawal,2025-03-05,15358.05
360,1034,15,909,Payment,2024-10-04,10074.87
361,306,11,365,Deposit,2025-11-12,40190.77
362,1361,20,519,Payment,2025-02-04,5931.08
363,1844,13,346,Transfer,2025-04-15,54558.45
364,1963,15,690,Transfer,2025-02-21,64945.74
365,1774,6,269,Deposit,2025-04-02,29027.74
366,1631,10,496,Deposit,2026-01-03,32551.8
367,175,7,426,Deposit,2025-03-17,47907.35
368,1069,7,593,Payment,2025-07-06,7639.05
369,39,4,162,Withdrawal,2025-11-30,19266.35
370,564,7,918,Withdrawal,2025-12-27,16678.97
371,1719,19,687,Payment,2025-02-13,1452.79
372,1093,20,670,Transfer,2025-01-26,40777.99
373,93,16,156,Deposit,2025-06-25,17657.87
374,370,14,88,Deposit,2025-09-22,43122.77
375,650,13,747,Transfer,2024-06-14,10011.48
376,204,18,795,Withdrawal,2024-06-11,6064.36
377,375,9,464,Deposit,2024-11-28,8557.14
378,1951,14,343,Withdrawal,2025-08-30,1648.82
379,1969,11,509,Withdrawal,2025-03-12,1029.84
380,120,10,927,Payment,2025-05-09,1661.41
381,292,14,323,Transfer,2024-09-17,26535.49
382,1929,4,417,Deposit,2024-06-24,10925.41
383,1541,20,26,Withdrawal,2024-12-14,10113.1
384,1541,17,26,Payment,2025-11-04,14250.48
385,552,2,506,Transfer,2025-07-27,47017.53
386,834,3,385,Payment,2025-04-16,627.82
387,1298,8,816,Deposit,2025-12-10,14188.83
388,1974,19,299,Deposit,2025-06-08,13069.49
389,1137,5,785,Transfer,2026-01-04,57256.32
390,914,3,100,Withdrawal,2025-04-09,15766.19
391,292,12,323,Withdrawal,2025-04-19,15749.46
392,1101,14,837,Payment,2024-10-11,818.52
393,1665,15,467,Transfer,2026-01-13,65652.83
394,343,1,955,Deposit,2025-06-25,46741.83
395,988,9,725,Transfer,2026-02-04,84109.28
396,779,12,328,Withdrawal,2024-05-09,11910.6
397,1046,10,955,Deposit,2024-11-08,8909.4
398,1094,19,386,Deposit,2024-10-24,15731.28
399,810,4,5,Withdrawal,2025-04-04,14638.94
400,573,14,240,Withdrawal,2026-02-11,12403.68
401,1961,11,846,Transfer,2025-05-22,63881.82
402,1542,15,919,Transfer,2024-12-21,25346.9
403,659,11,91,Withdrawal,2024-04-16,9466.09
404,1228,11,982,Deposit,2024-08-15,45786.89
405,274,1,835,Payment,2026-01-14,263.33
406,20,6,166,Payment,2025-11-09,8425.7
407,1427,16,537,Payment,2026-02-22,8164.35
408,1613,3,743,Deposit,2025-04-25,44736.04
409,1672,15,31,Deposit,2024-05-02,18296.74
410,1665,13,467,Transfer,2025-05-01,39288.35
411,1719,1,687,Deposit,2025-04-01,23671.93
412,1918,7,474,Payment,2024-04-01,338.58
413,1522,1,623,Transfer,2024-10-08,68374.88
414,1453,12,116,Withdrawal,2024-11-18,2254.35
415,1257,10,647,Withdrawal,2025-03-12,5068.03
416,1012,12,849,Deposit,2025-10-25,14757.06
417,1853,20,177,Withdrawal,2025-04-18,639.14
418,1682,13,394,Deposit,2025-01-19,43625.9
419,1166,17,534,Payment,2024-07-14,2723.06
420,397,19,941,Withdrawal,2024-08-15,1774.53
421,263,3,467,Withdrawal,2024-11-21,5562.68
422,1168,8,840,Transfer,2024-12-01,19993.3
423,1389,1,572,Transfer,2025-07-02,68387.36
424,1809,15,504,Deposit,2024-10-17,46956.63
425,1313,2,996,Transfer,2025-04-10,43822.27
426,834,9,385,Deposit,2025-08-03,34328.5
427,956,16,205,Transfer,2025-11-22,52208.43
428,90,8,698,Deposit,2025-06-25,14618.72
429,861,18,896,Payment,2024-10-03,4880.38
430,803,7,424,Transfer,2025-08-21,9099.08
431,1172,1,716,Withdrawal,2025-02-18,19572.86
432,868,3,751,Withdrawal,2024-03-29,4339.1
433,675,10,629,Deposit,2025-12-17,31673.74
434,199,1,69,Payment,2024-09-24,6592.84
435,50,19,957,Transfer,2025-07-14,84210.25
436,507,4,730,Payment,2024-10-11,3727.72
437,698,2,555,Transfer,2024-06-16,52447.83
438,485,3,103,Payment,2024-08-14,11508.66
439,1281,15,334,Deposit,2026-01-24,5191.2
440,125,2,958,Payment,2024-03-18,4836.54
441,1737,3,81,Withdrawal,2024-10-19,1709.04
442,1644,15,198,Deposit,2024-12-31,15772.08
443,1283,14,562,Deposit,2025-03-06,5989.55
444,115,18,766,Deposit,2025-04-21,15450.92
445,782,13,415,Deposit,2025-06-25,31247.8
446,842,8,431,Deposit,2025-09-14,23217.15
447,951,14,728,Deposit,2025-12-05,17641.21
448,1921,1,228,Payment,2025-10-19,7854.75
449,1204,7,276,Deposit,2025-04-19,6031.79
450,1219,3,539,Withdrawal,2025-09-14,18135.21
451,259,17,77,Transfer,2025-06-06,36183.73
452,986,20,309,Payment,2024-03-30,2951.67
453,282,2,10,Deposit,2024-07-12,7256.36
454,1198,14,362,Transfer,2024-10-04,31807.64
455,1813,18,935,Withdrawal,2025-05-10,3374.48
456,633,20,340,Transfer,2024-06-30,29815.33
457,1988,1,860,Withdrawal,2024-06-30,1617.69
458,1039,18,313,Deposit,2024-04-01,21681.0
459,401,7,398,Withdrawal,2025-09-06,15812.64
460,700,7,861,Payment,2024-08-01,10482.77
461,958,20,150,Transfer,2024-08-26,85348.86
462,1160,11,399,Transfer,2025-06-27,42450.83
463,333,4,636,Payment,2025-06-29,13166.36
464,1865,2,426,Payment,2025-02-14,3447.21
465,8,8,587,Withdrawal,2024-09-07,9597.47
466,437,8,769,Payment,2024-10-17,11071.88
467,1951,11,343,Payment,2025-12-02,3238.68
468,378,1,694,Transfer,2024-10-30,1979.32
469,733,1,702,Deposit,2024-07-23,7977.7
470,902,7,122,Transfer,2024-09-27,5346.58
471,61,7,745,Withdrawal,2025-05-12,6039.97
472,449,9,890,Withdrawal,2024-05-21,7126.44
473,1136,8,436,Withdrawal,2026-01-20,4321.76
474,361,9,410,Deposit,2026-02-10,2028.69
475,1388,5,641,Payment,2025-03-17,9892.06
476,1813,4,935,Transfer,2024-06-20,93675.3
477,625,15,715,Withdrawal,2024-09-27,7707.99
478,763,6,623,Payment,2025-04-18,13200.14
479,134,4,767,Withdrawal,2025-09-19,17713.1
480,268,7,740,Withdrawal,2024-07-22,10884.82
481,1423,12,889,Transfer,2024-04-08,60355.37
482,1303,8,82,Deposit,2024-05-27,38391.04
483,1203,7,363,Transfer,2025-09-08,79169.19
484,672,8,76,Deposit,2024-03-25,31843.5
485,574,5,140,Payment,2024-12-22,3296.72
486,167,16,940,Deposit,2024-10-26,9204.24
487,795,17,893,Transfer,2025-11-23,50360.19
488,951,6,728,Transfer,2024-04-10,71536.2
489,1077,16,869,Payment,2025-06-03,7211.62
490,1191,13,789,Deposit,2024-07-08,11152.78
491,1833,7,394,Payment,2025-11-18,12974.89
492,811,7,780,Transfer,2024-11-11,43077.26
493,773,19,345,Withdrawal,2024-10-06,18742.23
494,767,9,310,Deposit,2024-04-29,7582.19
495,173,10,921,Payment,2025-10-11,7878.55
496,472,19,456,Deposit,2025-06-04,23797.4
497,1273,11,790,Payment,2025-09-13,6877.04
498,886,14,579,Transfer,2024-06-10,80645.94
499,650,9,747,Payment,2024-12-01,565.83
500,905,8,846,Transfer,2024-08-04,64890.13
501,736,3,329,Transfer,2025-09-12,84417.74
502,1051,18,672,Deposit,2025-10-20,39507.79
503,1898,8,334,Deposit,2025-10-25,6810.81
504,738,2,453,Withdrawal,2026-01-11,7008.28
505,1383,11,752,Transfer,2025-05-06,30968.84
506,1671,9,882,Withdrawal,2025-05-31,14260.03
507,283,18,512,Transfer,2025-10-01,1844.85
508,614,10,612,Transfer,2025-07-06,78529.7
509,828,13,193,Deposit,2025-05-20,24128.2
510,1050,5,339,Payment,2025-05-16,3568.16
511,1482,7,641,Payment,2024-11-30,3659.1
512,1203,18,363,Payment,2026-01-19,10893.15
513,945,11,704,Deposit,2024-05-09,16340.67
514,385,14,203,Payment,2024-11-29,3301.85
515,922,18,873,Deposit,2024-04-30,19360.31
516,1183,5,200,Transfer,2024-09-14,94392.05
517,20,16,166,Transfer,2025-03-13,34642.4
518,859,14,468,Payment,2025-02-26,11490.06
519,1415,18,752,Transfer,2025-07-13,33281.87
520,48,19,394,Deposit,2024-04-04,46185.07
521,315,11,780,Payment,2026-01-21,14706.55
522,419,13,794,Deposit,2024-03-20,27190.04
523,386,16,399,Deposit,2024-10-24,17113.23
524,1971,15,427,Transfer,2024-06-13,10230.91
525,214,18,996,Withdrawal,2025-03-22,1125.15
526,1412,20,597,Payment,2024-11-27,597.21
527,408,3,887,Payment,2025-11-29,4400.5
528,478,10,793,Deposit,2024-09-26,23278.52
529,755,17,706,Deposit,2025-02-01,9419.46
530,1761,14,242,Payment,2024-12-23,2524.12
531,227,5,196,Payment,2024-12-08,7278.12
532,141,13,470,Withdrawal,2024-03-06,3033.68
533,422,10,224,Payment,2024-07-10,12304.86
534,1362,16,905,Withdrawal,2025-05-07,12272.33
535,1924,10,482,Withdrawal,2024-03-20,10298.26
536,1403,15,407,Transfer,2025-03-28,20968.57
537,293,15,602,Deposit,2024-11-11,41404.55
538,1239,8,512,Transfer,2024-12-02,91119.95
539,1801,16,479,Payment,2025-12-25,7047.89
540,81,3,18,Transfer,2025-03-21,64983.61
541,1882,15,634,Transfer,2025-05-31,70331.34
542,1458,10,758,Payment,2024-03-31,9272.81
543,1659,6,707,Payment,2025-09-11,3887.2
